City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,tagta,41.6504,59.9164,33.63,22,18,5.39,TM,1717992415
1,kyshtovka,56.555,76.6271,18.52,62,100,4.47,RU,1717992415
2,puerto aysen,-45.4,-72.7,6.98,100,100,0.22,CL,1717992415
3,illizi,26.4833,8.4667,30.45,8,0,4.64,DZ,1717992415
4,yellowknife,62.456,-114.3525,12.31,58,99,2.31,CA,1717992416
5,saipan,15.1355,145.701,32.39,66,40,6.69,MP,1717992416
6,whitehorse,60.7161,-135.0538,22.23,28,80,4.47,CA,1717992416
7,lulea,65.5842,22.1547,10.04,87,75,1.54,SE,1717992416
8,edinburgh of the seven seas,-37.0676,-12.3116,12.33,71,84,10.63,SH,1717992416
9,narasannapeta,18.4167,84.05,34.28,49,100,3.53,IN,1717992416
10,port-aux-francais,-49.35,70.2167,3.27,82,88,13.89,TF,1717992417
11,pochep,52.9336,33.4464,15.57,83,98,3.61,RU,1717992417
12,formby,53.5536,-3.0682,10.16,91,74,4.38,GB,1717992417
13,tanjungtiram,4.0613,98.3699,30.03,67,100,2.59,ID,1717992417
14,aras-asan,8.8908,126.3033,29.12,72,98,2.82,PH,1717992417
15,margaret river,-33.95,115.0667,16.64,56,100,10.71,AU,1717992174
16,alice springs,-23.7,133.8833,22.75,25,0,2.57,AU,1717992418
17,boa vista,2.8197,-60.6733,24.99,94,40,0.0,BR,1717992418
18,rawson,-43.3002,-65.1023,9.85,67,6,3.82,AR,1717992418
19,taro,-8.3862,115.28,25.0,75,75,0.79,ID,1717992418
20,tiksi,71.6872,128.8694,2.69,83,67,3.28,RU,1717992418
21,bethel,41.3712,-73.414,16.47,87,20,0.45,US,1717992366
22,adrar,20.5022,-10.0711,30.75,33,6,4.97,MR,1717992419
23,grytviken,-54.2811,-36.5092,-7.4,77,21,4.73,GS,1717992419
24,saint-philippe,-21.3585,55.7679,21.17,85,49,4.79,RE,1717992419
25,puerto natales,-51.7236,-72.4875,1.29,99,100,1.71,CL,1717992419
26,yulinshi,38.2906,109.7494,30.4,17,31,4.23,CN,1717992419
27,khanty-mansiysk,61.0042,69.0019,20.06,45,0,2.0,RU,1717992420
28,lompoc,34.6391,-120.4579,16.55,85,100,4.92,US,1717992131
29,arrifana,40.9156,-8.4966,16.74,92,96,0.93,PT,1717992420
30,haiku-pauwela,20.9219,-156.3051,25.7,70,40,10.29,US,1717992420
31,ghanzi,-21.5667,21.7833,7.11,77,18,4.69,BW,1717992420
32,columbia,34.0007,-81.0348,25.8,75,0,1.54,US,1717992170
33,pisco,-13.7,-76.2167,17.03,88,100,1.54,PE,1717992421
34,xiongzhou,25.1167,114.3,26.4,94,100,1.2,CN,1717992421
35,chunskiy,56.0815,99.6342,18.71,46,12,3.48,RU,1717992421
36,hermanus,-34.4187,19.2345,11.0,73,1,4.88,ZA,1717992421
37,xining,36.6167,101.7667,18.34,43,100,2.03,CN,1717992421
38,petropavlovsk-kamchatsky,53.0452,158.6483,18.33,75,75,5.81,RU,1717992421
39,wailua homesteads,22.0669,-159.378,29.24,76,75,6.69,US,1717992422
40,bredasdorp,-34.5322,20.0403,9.59,88,4,1.74,ZA,1717992422
41,makurazaki,31.2667,130.3167,21.94,87,100,3.05,JP,1717992422
42,kailua-kona,19.6406,-155.9956,26.98,79,75,3.09,US,1717992422
43,howrah,22.5892,88.3103,35.0,63,20,4.12,IN,1717992422
44,blackmans bay,-43.0167,147.3167,11.4,60,7,0.45,AU,1717992422
45,iqaluit,63.7506,-68.5145,-0.17,68,3,4.47,CA,1717992409
46,zermatt,46.0213,7.7491,8.98,99,100,3.1,CH,1717992423
47,piatykhatky,48.4133,33.7106,20.49,61,91,3.51,UA,1717992423
48,port mathurin,-19.6833,63.4167,23.76,83,68,9.91,MU,1717992423
49,novosergiyevka,52.0934,53.6528,21.81,61,3,1.05,RU,1717992197
50,trifesti,47.45,27.5167,20.53,89,6,0.14,RO,1717992423
51,afaahiti,-17.75,-149.2833,23.93,91,100,8.19,PF,1717992423
52,tai'an,36.1853,117.12,37.71,14,2,3.63,CN,1717992424
53,longfeng,46.55,125.1167,25.72,33,99,6.4,CN,1717992424
54,georgetown,5.4112,100.3354,31.96,66,20,2.06,MY,1717992424
55,waitangi,-43.9535,-176.5597,13.79,97,100,2.68,NZ,1717992424
56,ust-nera,64.5667,143.2,14.5,28,55,0.22,RU,1717992424
57,albany,42.6001,-73.9662,15.13,79,95,0.45,US,1717992200
58,qamdo,31.1667,97.2333,17.6,34,32,2.23,CN,1717992424
59,mahdishahr,35.7108,53.3556,25.39,13,46,1.53,IR,1717992425
60,okha,53.5739,142.9478,9.58,89,99,4.47,RU,1717992425
61,minas de marcona,-15.2119,-75.1103,11.49,89,50,2.26,PE,1717992425
62,ribeira grande,38.5167,-28.7,17.1,86,93,2.24,PT,1717992425
63,invercargill,-46.4,168.35,8.9,71,25,1.79,NZ,1717992425
64,colonia,50.9333,6.95,11.65,81,0,2.06,DE,1717992426
65,balsas,-7.5325,-46.0356,26.88,49,80,1.18,BR,1717992426
66,mount pearl,47.5166,-52.7813,10.53,95,100,11.83,CA,1717992426
67,al badari,26.9926,31.4155,26.59,34,0,2.99,EG,1717992426
68,talara,-4.5772,-81.2719,18.61,86,7,5.35,PE,1717992426
69,udachny,66.4167,112.4,21.36,32,45,3.85,RU,1717992426
70,tres arroyos,-38.3739,-60.2798,10.82,65,21,4.72,AR,1717992427
71,adamstown,-25.066,-130.1015,22.43,76,100,5.87,PN,1717992427
72,waingapu,-9.6567,120.2641,28.36,62,42,6.47,ID,1717992427
73,karratha,-20.7377,116.8463,25.17,37,0,5.77,AU,1717992427
74,fortaleza,-3.7227,-38.5247,26.23,83,0,3.6,BR,1717992427
75,villa gesell,-37.2639,-56.973,12.81,91,69,3.64,AR,1717992428
76,flying fish cove,-10.4217,105.6791,27.82,83,75,5.14,CX,1717992428
77,papatowai,-46.5619,169.4708,8.11,69,12,2.85,NZ,1717992428
78,lihue,21.9789,-159.3672,29.58,69,75,6.69,US,1717992428
79,hawaiian paradise park,19.5933,-154.9731,25.73,74,75,3.6,US,1717992428
80,vilyuchinsk,52.9306,158.4028,19.15,67,92,1.15,RU,1717992429
81,burabay,53.0838,70.3138,20.32,77,71,4.99,KZ,1717992429
82,san patricio,28.017,-97.5169,29.36,78,0,4.72,US,1717992429
83,bilibino,68.0546,166.4372,13.67,38,82,2.15,RU,1717992429
84,tamanrasset,22.785,5.5228,25.95,13,0,3.09,DZ,1717992429
85,nouadhibou,20.931,-17.0347,18.85,88,9,9.11,MR,1717992429
86,kourou,5.1552,-52.6478,25.03,91,68,1.9,GF,1717992430
87,manta,-0.95,-80.7333,22.88,78,75,4.63,EC,1717992430
88,college,64.8569,-147.8028,27.99,23,40,2.57,US,1717992430
89,newman,37.3138,-121.0208,24.13,52,0,3.15,US,1717992430
90,isafjordur,66.0755,-23.124,3.5,87,13,0.56,IS,1717992430
91,riviere-du-loup,47.8304,-69.5342,8.78,99,100,0.81,CA,1717992430
92,constantia,44.1833,28.65,21.5,76,100,5.31,RO,1717992431
93,rongelap,11.1635,166.8941,28.63,80,96,7.03,MH,1717992431
94,koulamoutou,-1.1303,12.4736,20.67,98,26,0.64,GA,1717992431
95,viedma,-40.8135,-62.9967,10.51,74,1,3.27,AR,1717992431
96,poronaysk,49.2167,143.1167,9.14,95,100,3.45,RU,1717992431
97,wynyard,-41.0,145.7167,12.27,53,11,3.99,AU,1717992431
98,crane,31.3974,-102.3501,22.42,73,1,10.14,US,1717992432
99,sinop,41.7711,34.8709,15.24,62,37,2.85,TR,1717992432
100,west island,-12.1568,96.8225,28.99,79,40,4.63,CC,1717992204
101,nafplio,37.5683,22.8053,25.91,52,0,1.64,GR,1717992432
102,byron bay,-28.65,153.6167,19.28,52,75,3.72,AU,1717992192
103,selfoss,63.9331,-20.9971,6.44,77,1,1.79,IS,1717992432
104,arkhangel'sk,64.5401,40.5433,12.06,76,40,4.0,RU,1717992432
105,necochea,-38.5473,-58.7368,12.12,95,69,4.7,AR,1717992433
106,cozumel,20.5083,-86.9458,27.75,89,70,3.94,MX,1717992325
107,tazovsky,67.4667,78.7,8.93,51,55,4.41,RU,1717992433
108,hithadhoo,-0.6,73.0833,28.48,71,79,1.82,MV,1717992433
109,odienne,9.51,-7.5692,22.7,91,99,1.37,CI,1717992433
110,longyearbyen,78.2186,15.6401,2.91,75,0,2.57,SJ,1717992434
111,sur,22.5667,59.5289,32.65,49,0,3.15,OM,1717992434
112,santiago de cao,-7.9589,-79.2392,17.07,88,20,4.63,PE,1717992434
113,guerrero negro,27.9769,-114.0611,16.52,84,70,6.35,MX,1717992383
114,susanville,40.4163,-120.653,19.26,42,11,2.93,US,1717992434
115,locri,38.2414,16.2623,20.11,84,67,4.58,IT,1717992434
116,thompson,55.7435,-97.8558,9.2,60,0,1.77,CA,1717992435
117,stanley,54.868,-1.6985,7.38,95,20,3.09,GB,1717992435
118,ghat,24.9647,10.1728,27.17,8,0,1.73,LY,1717992435
119,kolokani,13.5728,-8.0339,28.8,50,63,2.94,ML,1717992435
120,am timan,11.0297,20.2827,26.2,62,97,2.63,TD,1717992435
121,avarua,-21.2078,-159.775,23.03,64,75,2.06,CK,1717992436
122,codrington,-38.2667,141.9667,14.73,62,100,5.7,AU,1717992436
123,port alfred,-33.5906,26.891,15.32,57,14,3.1,ZA,1717992436
124,pemalang,-6.9,109.3667,30.79,64,12,2.27,ID,1717992436
125,utrik,11.2278,169.8474,28.56,79,46,7.22,MH,1717992436
126,jamestown,42.097,-79.2353,13.77,94,100,4.12,US,1717992437
127,kerikeri,-35.2268,173.9474,18.84,84,24,2.24,NZ,1717992437
128,sitka,57.0531,-135.33,10.94,71,100,3.6,US,1717992437
129,biloela,-24.4167,150.5,22.2,26,0,5.76,AU,1717992437
130,prey veng,11.4868,105.3253,32.57,54,99,8.87,KH,1717992437
131,goias,-15.5807,-49.6362,17.86,59,81,1.3,BR,1717992438
132,benghazi,32.1167,20.0667,23.83,50,0,3.82,LY,1717992438
133,angaur state,6.906,134.13,28.94,71,55,1.34,PW,1717992438
134,coquimbo,-29.9533,-71.3436,13.32,77,20,1.54,CL,1717992438
135,olonkinbyen,70.9221,-8.7187,-0.89,87,100,7.51,SJ,1717992438
136,namsos,64.4662,11.4957,11.03,87,100,0.0,NO,1717992438
137,ola,59.5833,151.2833,12.3,80,81,2.87,RU,1717992439
138,juneau,58.3019,-134.4197,17.0,100,75,6.17,US,1717992184
139,nagqu,31.5,92.0,14.36,32,17,1.95,CN,1717992439
140,pemangkat,1.1667,108.9667,30.37,68,89,2.95,ID,1717992439
141,ansalta,42.6894,46.1178,18.12,79,64,1.34,RU,1717992439
142,ushuaia,-54.8,-68.3,-5.44,98,61,0.78,AR,1717992439
143,port elizabeth,-33.918,25.5701,13.0,64,21,2.37,ZA,1717992439
144,orosi,36.5449,-119.2873,28.91,41,0,2.06,US,1717992440
145,kayangel,8.0823,134.7173,29.12,72,29,1.63,PW,1717992440
146,mwene-ditu,-7.0,23.45,15.71,52,5,2.75,CD,1717992440
147,jiazi,22.8779,116.067,29.12,74,63,4.11,CN,1717992440
148,sao joao da barra,-21.6403,-41.0511,22.59,80,2,7.26,BR,1717992440
149,swift current,50.2834,-107.8014,11.37,64,32,3.56,CA,1717992441
150,dauphin,51.1494,-100.0502,8.5,89,1,1.74,CA,1717992441
151,dolores,-36.3132,-57.6792,13.29,92,97,3.06,AR,1717992441
152,rio guayabal de yateras,20.3667,-75.0167,22.74,95,100,1.16,CU,1717992441
153,morehead city,34.7229,-76.726,27.0,85,0,5.14,US,1717992441
154,guanica,17.9716,-66.908,28.91,83,85,3.14,PR,1717992441
155,lillehammer,61.1146,10.4674,5.25,99,100,1.22,NO,1717992442
156,zhuji,29.7188,120.2423,21.36,96,100,1.09,CN,1717992442
157,atafu village,-8.5421,-172.5159,29.05,75,9,5.79,TK,1717992442
158,nova sintra,14.8667,-24.7167,23.54,79,2,6.64,CV,1717992442
159,revda,56.801,59.9303,15.84,81,63,3.4,RU,1717992442
160,horta,38.5333,-28.6333,16.68,86,93,2.24,PT,1717992443
161,oulmes,33.4258,-6.0014,12.61,82,100,1.27,MA,1717992443
162,palangkaraya,-2.2,113.8333,34.05,53,100,0.64,ID,1717992443
163,mccook,40.2019,-100.6257,19.25,69,0,2.57,US,1717992443
164,ulsteinvik,62.3432,5.8487,12.09,87,100,5.81,NO,1717992443
165,port hedland,-20.3167,118.5667,28.03,23,0,6.17,AU,1717992443
166,hamilton,39.1834,-84.5333,18.74,67,0,2.57,US,1717992444
167,saldanha,-33.0117,17.9442,14.46,52,0,4.02,ZA,1717992444
168,polyarnyy,69.1989,33.4478,8.1,82,72,2.2,RU,1717992408
169,sinabang,2.4803,96.3801,30.51,63,60,1.63,ID,1717992444
170,dudinka,69.4058,86.1778,3.71,94,93,3.58,RU,1717992444
171,cambria,35.5641,-121.0808,20.41,87,10,1.34,US,1717992444
172,middletown,39.5151,-84.3983,18.68,73,0,1.54,US,1717992203
173,ust'-ilimsk,58.0006,102.6619,13.02,93,100,1.34,RU,1717992445
174,peace river,56.2501,-117.286,8.08,88,100,1.08,CA,1717992445
175,port saint john's,-31.6229,29.5448,15.02,59,0,2.92,ZA,1717992445
176,igarka,67.4667,86.5833,10.57,78,90,3.58,RU,1717992445
177,cabo san lucas,22.8909,-109.9124,23.61,64,9,3.13,MX,1717992028
178,ketchikan,55.3422,-131.6461,12.99,35,40,4.12,US,1717992445
179,talnakh,69.4865,88.3972,3.45,92,100,1.99,RU,1717992446
180,bonthe,7.5264,-12.505,26.4,82,80,2.43,SL,1717992446
181,north bay,46.3168,-79.4663,9.01,100,100,6.17,CA,1717992446
182,puerto san jose,13.9256,-90.8244,26.03,93,100,5.21,GT,1717992446
183,nar'yan-mar,67.6713,53.087,1.73,87,100,4.47,RU,1717992446
184,kingston,17.997,-76.7936,26.76,84,100,1.42,JM,1717992446
185,amga,60.8953,131.9608,24.47,24,29,2.22,RU,1717992447
186,belyy yar,53.6039,91.3903,19.94,49,0,1.0,RU,1717992447
187,ulety,51.3572,112.4849,21.15,47,96,3.33,RU,1717992447
188,lebu,-37.6167,-73.65,12.82,86,92,8.67,CL,1717992447
189,sayat,38.7839,63.8803,36.31,14,8,2.86,TM,1717992447
190,altai,46.3722,96.2583,17.42,37,18,2.03,MN,1717992447
191,kilosa,-6.8333,36.9833,17.11,83,49,0.43,TZ,1717992448
192,lang son,21.8333,106.7333,27.16,80,83,3.25,VN,1717992448
193,puerto ayora,-0.7393,-90.3518,22.53,97,40,1.89,EC,1717992448
194,kapa'a,22.0752,-159.319,29.99,76,75,6.69,US,1717992448
195,hilo,19.7297,-155.09,27.38,71,75,3.6,US,1717992259
196,cove,7.221,2.3402,23.18,98,97,1.26,BJ,1717992448
197,shanting,35.0753,117.4578,36.91,22,4,3.63,CN,1717992449
198,acarau,-2.8856,-40.12,24.7,90,97,4.55,BR,1717992449
199,forster,-32.1667,152.5167,18.49,54,4,6.83,AU,1717992449
200,moundou,8.5667,16.0833,22.86,86,99,1.25,TD,1717992449
201,brookings,44.3114,-96.7984,17.0,55,0,1.54,US,1717992449
202,bardai,11.65,7.2333,24.21,74,91,8.45,NG,1717992449
203,seabra,-12.4186,-41.7703,17.99,94,54,1.38,BR,1717992454
204,ilulissat,69.2167,-51.1,1.01,93,100,6.17,GL,1717992454
205,luderitz,-26.6481,15.1594,20.58,34,30,5.03,NA,1717992454
206,moultonborough,43.7548,-71.3967,13.48,93,44,0.45,US,1717992454
207,atmore,31.0238,-87.4939,26.05,90,90,2.73,US,1717992455
208,bechar,31.6167,-2.2167,23.89,24,69,1.23,DZ,1717992455
209,gilgit,35.9221,74.3087,20.59,38,0,0.9,PK,1717992455
210,kodiak,57.79,-152.4072,7.73,93,100,9.26,US,1717992455
211,dalandzadgad,43.5708,104.425,27.6,15,0,5.33,MN,1717992455
212,tura,25.5198,90.2201,30.38,73,1,2.26,IN,1717992455
213,souillac,-20.5167,57.5167,21.3,78,97,6.54,MU,1717992456
214,ancud,-41.8697,-73.8203,9.63,91,91,5.21,CL,1717992456
215,klaksvik,62.2266,-6.589,5.51,96,100,13.93,FO,1717992456
216,diebougou,10.9667,-3.25,25.67,79,98,3.04,BF,1717992456
217,reggane,26.7158,0.1714,34.6,15,52,4.47,DZ,1717992457
218,ar rahad,12.7167,30.65,28.58,57,94,3.02,SD,1717992457
219,traverse city,44.7631,-85.6206,11.11,83,100,3.6,US,1717992457
220,sona,45.4388,10.8255,19.07,94,75,2.06,IT,1717992457
221,holbrook,40.8123,-73.0784,18.36,78,20,1.54,US,1717992458
222,martuk,50.7475,56.5056,21.31,64,76,2.72,KZ,1717992458
223,huambo,-12.7761,15.7392,10.33,52,3,0.58,AO,1717992459
224,doka,13.5167,35.7667,23.43,79,88,6.56,SD,1717992459
225,hola,51.5377,23.1902,15.1,84,77,2.48,PL,1717992459
226,hard bargain,26.3167,-77.5667,28.4,74,6,6.65,BS,1717992459
227,santana,-0.0583,-51.1817,27.1,89,75,5.14,BR,1717992460
228,anna regina,7.2644,-58.5077,25.62,87,86,1.96,GY,1717992460
229,iskateley,67.6803,53.1512,1.68,87,100,4.47,RU,1717992460
230,parksville,49.3163,-124.3195,18.38,75,0,1.54,CA,1717992284
231,seaford,50.7714,0.1027,13.72,87,100,1.34,GB,1717992461
232,praia da vitoria,38.7333,-27.0667,17.64,88,83,3.0,PT,1717992461
233,kirakira,-10.4544,161.9205,29.09,76,73,4.4,SB,1717992461
234,chadan,51.2833,91.5833,17.69,70,100,1.72,RU,1717992461
235,frenstat pod radhostem,49.5484,18.2108,17.45,94,20,2.57,CZ,1717992461
236,ermoupolis,37.4423,24.9425,28.39,26,0,0.0,GR,1717992461
237,crucecita,-28.95,-58.9833,19.73,76,98,2.83,AR,1717992462
238,fortuna,40.5982,-124.1573,13.29,91,100,2.57,US,1717992462
239,bamboo flat,11.7,92.7167,25.05,94,75,4.12,IN,1717992462
240,new norfolk,-42.7826,147.0587,12.06,51,8,1.47,AU,1717992462
241,kidal,18.4411,1.4078,33.72,17,13,0.22,ML,1717992462
242,grand falls-windsor,48.9332,-55.6649,10.28,92,92,2.95,CA,1717992463
243,zigong,29.3416,104.7769,27.12,65,49,1.55,CN,1717992463
244,namdrik,5.5994,168.1028,28.9,77,18,7.05,MH,1717992463
245,petauke,-14.2426,31.3253,12.23,79,23,5.17,ZM,1717992463
246,sibundoy,1.2048,-76.9237,13.04,93,94,0.62,CO,1717992464
247,rasipuram,11.4667,78.1667,29.43,71,87,2.5,IN,1717992464
248,remire-montjoly,4.9167,-52.2667,25.02,100,100,0.0,GF,1717992464
249,kolomyia,48.5306,25.0403,16.1,91,74,1.99,UA,1717992464
250,kashgar,39.4547,75.9797,25.99,27,5,0.47,CN,1717992464
251,sanctuary point,-35.1114,150.629,17.77,59,8,4.62,AU,1717992464
252,genhe,50.7833,121.5167,17.51,74,100,2.08,CN,1717992465
253,mitu,1.1983,-70.1733,22.05,98,82,0.71,CO,1717992465
254,fangshan,39.6983,115.9925,34.68,23,9,2.76,CN,1717992465
255,norilsk,69.3535,88.2027,3.57,91,100,1.76,RU,1717992465
256,quellon,-43.1167,-73.6167,9.72,87,100,5.61,CL,1717992465
257,maceio,-9.6658,-35.7353,24.69,88,40,3.09,BR,1717992466
258,kruisfontein,-34.0033,24.7314,10.93,60,13,2.4,ZA,1717992466
259,teguise,29.0605,-13.564,17.12,77,40,0.51,ES,1717992466
260,yaren,-0.5472,166.916,29.39,71,7,5.36,NR,1717992466
261,chonchi,-42.6128,-73.8092,8.58,92,99,2.65,CL,1717992466
262,saint-francois,46.4154,3.9054,10.36,100,0,1.03,FR,1717992466
263,kismayo,-0.3582,42.5454,26.31,79,64,7.43,SO,1717992467
264,selogiri,-7.7833,110.8667,30.26,62,4,1.04,ID,1717992467
265,mpika,-11.8343,31.4529,11.01,94,93,4.04,ZM,1717992467
266,barra,-11.0894,-43.1417,23.1,67,2,1.65,BR,1717992467
267,ta`u,-14.2336,-169.5144,26.67,64,90,10.01,AS,1717992467
268,okhotsk,59.3833,143.3,8.51,76,68,4.32,RU,1717992468
269,nuuk,64.1835,-51.7216,5.34,93,100,13.38,GL,1717992468
270,bathsheba,13.2167,-59.5167,28.34,83,20,9.77,BB,1717992468
271,arno,60.1167,18.6333,9.32,76,76,5.85,SE,1717992468
272,gori,41.9842,44.1158,18.29,91,85,1.98,GE,1717992468
273,cestos city,5.46,-9.5828,25.89,87,96,2.32,LR,1717992469
274,vilyuysk,63.7553,121.6247,23.89,25,12,3.13,RU,1717992469
275,ulladulla,-35.35,150.4667,14.63,60,2,4.45,AU,1717992469
276,fort bragg,35.139,-79.006,21.08,93,100,0.0,US,1717992469
277,pandan,14.0453,124.1694,31.59,65,87,3.31,PH,1717992469
278,labrador city,52.9463,-66.9114,16.21,64,26,0.45,CA,1717992469
279,cidreira,-30.1811,-50.2056,19.21,80,3,2.2,BR,1717992470
280,fumel,44.4986,0.9651,12.55,90,75,2.49,FR,1717992470
281,novyy urgal,51.0736,132.5642,20.41,57,100,2.39,RU,1717992470
282,nguigmi,14.2495,13.1092,29.42,16,52,3.41,NE,1717992470
283,egilsstadir,65.2653,-14.3948,4.59,78,100,2.99,IS,1717992470
284,qarqaraly,49.4058,75.4742,26.09,36,76,6.54,KZ,1717992471
285,banda aceh,5.5577,95.3222,30.56,66,63,6.37,ID,1717992471
286,bengkulu,-3.8004,102.2655,29.24,67,36,2.1,ID,1717992471
287,isla vista,34.4133,-119.861,17.41,86,0,1.54,US,1717992471
288,kaa-khem,51.6833,94.7333,17.45,69,100,4.04,RU,1717992471
289,tallulah,32.4085,-91.1868,24.0,88,0,0.0,US,1717992471
290,lethem,3.3803,-59.7968,24.52,88,100,1.37,GY,1717992472
291,corinto,37.9407,22.9573,25.13,55,2,1.54,GR,1717992472
292,qaqortoq,60.7167,-46.0333,6.88,79,75,3.26,GL,1717992472
293,san antonio de pale,-1.4014,5.6325,24.43,81,80,4.07,GQ,1717992472
294,formosa,-26.1775,-58.1781,21.09,82,0,2.8,AR,1717992472
295,coro,11.4045,-69.6734,27.18,88,100,5.52,VE,1717992473
296,marsh harbour,26.5412,-77.0636,28.07,74,8,5.67,BS,1717992473
297,shendi,16.6915,33.4341,29.6,54,47,8.88,SD,1717992473
298,kapuskasing,49.4169,-82.4331,6.68,43,100,6.04,CA,1717992473
299,anadyr,64.75,177.4833,12.28,50,0,6.0,RU,1717992473
